N208AB,2013-07-09 05:53:33,,,,,,N208AB,N208AB,,P,,,,,,,,,,,2013-07-10 00:25:45,2013-07-09 23:40:00,,,PGSN,,,,,PGUM,,,,,,,,,,,,GSN..SN..PGUM/0044,,,,,
N7037C,2013-07-09 14:00:01,,,,,,N7037C,N7037C,,P,,,,,,,,,,,2013-07-10 08:57:21,2013-07-10 07:10:00,,,,,,,,,,,,,,,,,,,,32..GTN/D1+30..W32/0200,,,,,
N900WK,2013-07-09 14:00:05,,,,,,N900WK,N900WK,,P,,,,,,,,,,,2013-07-10 00:23:00,2013-07-09 21:45:00,,,CYVR,,,,,KMSP,,,,,,,,,,,,YVR..HUH..METOW..Q142..MLP..AXN.GEP6.KMSP,,,,,
N777SL,2013-07-09 14:15:00,,,,,,N777SL,N777SL,,P,,,,,,,,,,,2013-07-10 00:03:46,2013-07-09 22:10:00,,,KGYY,,,,,KTOI,,,,,,,,,,,,GYY..CMSKY..CARYN..CYBIL..KTOI/0159,,,,,
N460D,2013-07-09 15:00:51,,,,,,N460D,N460D,,P,,,,,,,,,,,2013-07-10 04:49:24,2013-07-09 21:15:00,,,PANC,,,,,RKPK,,,,,,,,,,,,ANC..NODLE.R220.NIKLL.R220.NYMPH.R220.NIPPI.R220.NUBDA.R220.NODAN.R217.SDE.Y512.GTC.L512.TATAM.Y14.JEC.G203.KALEK..RKPK/0752,,,,,
N810U,2013-07-09 15:02:57,,,,,,N810U,N810U,,P,,,,,,,,,,,2013-07-10 00:08:00,2013-07-09 20:00:00,,,MMGM,,,,,KCLT,,,,,,,,,,,,MGM./.MOV.UJ20.NLD.J22.MEI.J239.ATL.UNARM3.KCLT/0408,,,,,
N43TA,2013-07-09 15:15:22,,,,,,N43TA,N43TA,,P,,,,BE20,,,,,,,2013-07-10 00:43:14,2013-07-09 23:58:00,,,MYAM,,,,,KFLL,,,,,,,,,,,,YAM..ZFP.BR68V.KFLL/0046,,,,,
N305CC,2013-07-09 15:18:42,,,,,,N305CC,N305CC,,P,,,,,,,,,,,2013-07-10 01:37:50,2013-07-09 23:12:00,,,KFOK,,,,,KFLL,,,,,,,,,,,,FOK..BEADS..EMJAY.J174.SWL..CEBEE..WETRO..ILM.AR21.CRANS.FISEL5.KFLL/0221,,,,,
N379G,2013-07-09 15:27:11,-73.7167,45.4667,60,325,100,N379G,N379G,,P,,,,GLEX,,,,,,,2013-07-10 01:31:40,2013-07-09 21:40:00,2013-07-09 15:19:00,,CYUL,,,,,CYYC,,,,,,,,,,,,YUL..YUL..YYB.J596.YXZ.J576.YHD.J543.VLR.J500.VLN.J504.YYC..CYYC,,,,,
N90GL,2013-07-09 15:30:00,,,,,,N90GL,N90GL,,P,,,,,,,,,,,2013-07-10 10:32:28,2013-07-10 08:51:00,,,,,,,,KHRL,,,,,,,,,,,,DC..HRL/0130,,,,,
N228RH,2013-07-09 15:31:03,,,,,,N228RH,N228RH,,P,,,,,,,,,,,2013-07-10 01:16:10,2013-07-09 20:40:00,,,KOTH,,,,,KIAD,,,,,,,,,,,,OTH..IMB..DNJ..DLN..BIL.J34.RWF..ODI..BAE.J70.PMM..VWV..AIR.J162.MGW.GIBBZ2.KIAD/0426,,,,,
N960SF,2013-07-09 15:40:15,,,,,,N960SF,N960SF,,P,,,,,,,,,,,2013-07-10 00:03:23,2013-07-09 20:42:00,,,KSGR,,,,,KOAK,,,,,,,,,,,,SGR.IDU4.JCT.J2.ALIBY.J50.TFD.J169.BLH.J65.LANDO.J6.AVE.PXN3.KOAK/0319,,,,,
N308MJ,2013-07-09 15:40:16,,,,,,N308MJ,N308MJ,,P,,,,,,,,,,,2013-07-10 00:54:09,2013-07-09 23:17:00,,,KCHS,,,,,KACY,,,,,,,,,,,,CHS.PLMTO1.BARTL.J121.SIE..KACY/0131,,,,,
N251GV,2013-07-09 15:55:56,,,,,43000,N251GV,N251GV,,P,,,,GLF5,,,,,,,2013-07-10 03:34:53,2013-07-09 18:05:00,,,KSJC,,,,,RJTT,,,,,,,,,,,,SJC..SFO.V199.MOLEN..AMAKR..REDWD..TRYSH..GAPNE..4300N/14000W..4500N/15000W..4800N/16000W..5100N/17000W..ADK..CHIPT..5000N/17000E..CUTEE.G344.KALNA.OTR5.PABBA.OTR4.GOC.Y10.STONE..RJTT/0946,,,,,
N2297V,2013-07-09 15:56:42,-98.3719,36.3572,147,105,11500,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,,,,,,,,,,,,,,,,,,,,ND270025..CVH,,,,,
N2297V,2013-07-09 15:57:25,-98.3167,36.3431,147,108,11500,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,,,,,,,,,,,,,,,,,,,,ND270025..CVH,,,,,
N2297V,2013-07-09 15:58:32,-98.2611,36.3289,147,108,11500,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,,,,,,,,,,,,,,,,,,,,ND270025..CVH,,,,,
N2297V,2013-07-09 15:59:15,-98.2283,36.3203,147,108,11500,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,,,,,,,,,,,,,,,,,,,,ND270025..CVH,,,,,
N5803S,2013-07-09 16:00:01,,,,,,N5803S,N5803S,,P,,,,,,,,,,,2013-07-10 09:24:35,2013-07-10 09:10:00,,,KFME,,,,,KFME,,,,,,,,,,,,ME..DCA007007..FME/0200,,,,,
N119TV,2013-07-09 16:00:02,,,,,,N119TV,N119TV,,P,,,,,,,,,,,2013-07-10 10:02:16,2013-07-10 09:10:00,,,KMTN,,,,,KMTN,,,,,,,,,,,,MTN..DCA020007..KMTN/0200,,,,,
N2297V,2013-07-09 16:00:15,-98.1803,36.3086,147,107,11500,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,,,,,,,,,,,,,,,,,,,,ND270025..CVH,,,,,
N555KE,2013-07-09 16:00:47,,,,,,N555KE,N555KE,,P,,,,,,,,,,,2013-07-10 00:14:35,2013-07-09 20:21:46,,,MMSD,,,,,KOPF,,,,,,,,,,,,MSD./.CANOA.B646.FIS..EYW.CURSO2.KOPF/0401,,,,,
N2297V,2013-07-09 16:00:49,-98.155,36.3039,145,103,11500,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,,,,,,,,,,,,,,,,,,,,ND270025..CVH,,,,,
N2297V,2013-07-09 16:01:51,-98.105,36.2914,148,107,11500,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,,,,,,,,,,,,,,,,,,,,ND270025..CVH,,,,,
N2297V,2013-07-09 16:02:53,-98.0583,36.2803,147,106,11500,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,,,,,,,,,,,,,,,,,,,,ND270025..CVH,,,,,
N2297V,2013-07-09 16:02:58,-98.0583,36.2803,147,106,11500,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,2013-07-09 16:36:40,2013-07-09 15:53:19,,,,,,KCUH,,,,,,,,,,,,ND270025./.END233007..CUH,,,,,
N2297V,2013-07-09 16:03:55,-98.0103,36.2683,147,107,11500,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,2013-07-09 16:36:40,2013-07-09 15:53:19,,,,,,KCUH,,,,,,,,,,,,ND270025./.END233007..CUH,,,,,
N2297V,2013-07-09 16:04:57,-97.9617,36.2553,148,108,11500,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,2013-07-09 16:36:40,2013-07-09 15:53:19,,,,,,KCUH,,,,,,,,,,,,ND270025./.END233007..CUH,,,,,
N2297V,2013-07-09 16:07:01,-97.8542,36.2289,149,107,11500,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,2013-07-09 16:36:40,2013-07-09 15:53:19,,,,,,KCUH,,,,,,,,,,,,ND270025./.END233007..CUH,,,,,
N305CC,2013-07-09 16:07:14,,,,,,N305CC,N305CC,,P,,,,,,,,,,,2013-07-10 01:39:22,2013-07-09 23:12:00,,,KFOK,,,,,KFLL,,,,,,,,,,,,FOK..BEADS..EMJAY.J174.SWL..CEBEE..WETRO..ILM.AR21.CRANS.FISEL5.KFLL/0222,,,,,
N2297V,2013-07-09 16:08:03,-97.805,36.2161,151,106,11500,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,2013-07-09 16:36:40,2013-07-09 15:53:19,,,,,,KCUH,,,,,,,,,,,,ND270025./.END233007..CUH,,,,,
N2297V,2013-07-09 16:08:40,-97.7725,36.2067,149,283,11500,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,2013-07-09 16:36:40,2013-07-09 15:53:19,,,,,,KCUH,,,,,,,,,,,,ND270025./.END233007..CUH,,,,,
N2297V,2013-07-09 16:10:07,-97.7081,36.1922,149,106,11500,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,2013-07-09 16:36:40,2013-07-09 15:53:19,,,,,,KCUH,,,,,,,,,,,,ND270025./.END233007..CUH,,,,,
N2297V,2013-07-09 16:11:09,-97.6597,36.1794,148,108,11500,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,2013-07-09 16:36:40,2013-07-09 15:53:19,,,,,,KCUH,,,,,,,,,,,,ND270025./.END233007..CUH,,,,,
N2297V,2013-07-09 16:12:11,-97.6011,36.1647,149,107,11500,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,2013-07-09 16:36:40,2013-07-09 15:53:19,,,,,,KCUH,,,,,,,,,,,,ND270025./.END233007..CUH,,,,,
N2297V,2013-07-09 16:13:13,-97.5508,36.1522,150,107,11200,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,2013-07-09 16:36:40,2013-07-09 15:53:19,,,,,,KCUH,,,,,,,,,,,,ND270025./.END233007..CUH,,,,,
N2297V,2013-07-09 16:14:15,-97.4964,36.1356,164,111,10400,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,2013-07-09 16:36:40,2013-07-09 15:53:19,,,,,,KCUH,,,,,,,,,,,,ND270025./.END233007..CUH,,,,,
N650RR,2013-07-09 16:15:02,,,,,,N650RR,N650RR,,P,,,,,,,,,,,2013-07-10 01:03:17,2013-07-09 21:25:00,,,KRIL,,,,,KBGR,,,,,,,,,,,,RIL..DBL..GLL..SNY..ONL.J148.GOOLD..RST..ODI..GRB.J522.TVC..KENPA.Q502.YCF..PLB.J595.RANGY..KBGR/0332,,,,,
N2297V,2013-07-09 16:15:17,-97.4403,36.1228,168,106,9700,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,2013-07-09 16:36:40,2013-07-09 15:53:19,,,,,,KCUH,,,,,,,,,,,,ND270025./.END233007..CUH,,,,,
N2297V,2013-07-09 16:16:19,-97.3844,36.1089,169,107,8900,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,2013-07-09 16:36:40,2013-07-09 15:53:19,,,,,,KCUH,,,,,,,,,,,,ND270025./.END233007..CUH,,,,,
N2297V,2013-07-09 16:17:22,-97.3303,36.0958,167,107,8200,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,2013-07-09 16:36:40,2013-07-09 15:53:19,,,,,,KCUH,,,,,,,,,,,,ND270025./.END233007..CUH,,,,,
N2297V,2013-07-09 16:18:24,-97.2786,36.0831,159,107,7500,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,2013-07-09 16:36:40,2013-07-09 15:53:19,,,,,,KCUH,,,,,,,,,,,,ND270025./.END233007..CUH,,,,,
N2297V,2013-07-09 16:19:26,-97.2142,36.0656,163,109,6600,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,2013-07-09 16:36:40,2013-07-09 15:53:19,,,,,,KCUH,,,,,,,,,,,,ND270025./.END233007..CUH,,,,,
N186DT,2013-07-09 16:20:24,-93.8575,30.1536,106,,2900,N186DT,N186DT,,A,,,,,,,,,,,,,2013-07-10 01:54:09,2013-07-09 16:20:00,KORG,,,,,KTLR,,,,,,,,,,,,RG..TLR,,,,,
N2297V,2013-07-09 16:20:28,-97.1603,36.0514,165,108,5900,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,2013-07-09 16:36:40,2013-07-09 15:53:19,,,,,,KCUH,,,,,,,,,,,,ND270025./.END233007..CUH,,,,,
N186DT,2013-07-09 16:20:55,-93.8653,30.1669,107,333,3200,N186DT,N186DT,,A,,,,,,,,,,,,,2013-07-10 01:54:09,2013-07-09 16:20:00,KORG,,,,,KTLR,,,,,,,,,,,,RG..TLR,,,,,
N2297V,2013-07-09 16:21:30,-97.1044,36.0361,169,109,5200,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,2013-07-09 16:36:40,2013-07-09 15:53:19,,,,,,KCUH,,,,,,,,,,,,ND270025./.END233007..CUH,,,,,
N186DT,2013-07-09 16:22:02,-93.8828,30.1981,108,334,3900,N186DT,N186DT,,A,,,,,,,,,,,,,2013-07-10 01:54:09,2013-07-09 16:20:00,KORG,,,,,KTLR,,,,,,,,,,,,RG..TLR,,,,,
N2297V,2013-07-09 16:22:32,-97.0486,36.0222,170,107,4400,N2297V,N2297V,,A,,,,,,,,,,,2013-07-10 01:40:02,2013-07-09 15:57:00,2013-07-09 16:36:40,2013-07-09 15:53:19,,,,,,KCUH,,,,,,,,,,,,ND270025./.END233007..CUH,,,,,
N186DT,2013-07-09 16:23:04,-93.9014,30.2231,104,327,4600,N186DT,N186DT,,A,,,,,,,,,,,,,2013-07-10 01:54:09,2013-07-09 16:20:00,KORG,,,,,KTLR,,,,,,,,,,,,RG..TLR,,,,,
N186DT,2013-07-09 16:23:40,-93.9106,30.2344,104,325,4900,N186DT,N186DT,,A,,,,,,,,,,,,,2013-07-10 01:54:09,2013-07-09 16:20:00,KORG,,,,,KTLR,,,,,,,,,,,,RG..TLR,,,,,
N186DT,2013-07-09 16:24:11,-93.9219,30.2506,101,329,5300,N186DT,N186DT,,A,,,,,,,,,,,,,2013-07-10 01:54:09,2013-07-09 16:20:00,KORG,,,,,KTLR,,,,,,,,,,,,RG..TLR,,,,,
N186DT,2013-07-09 16:24:42,-93.9264,30.2586,100,334,5600,N186DT,N186DT,,A,,,,,,,,,,,,,2013-07-10 01:54:09,2013-07-09 16:20:00,KORG,,,,,KTLR,,,,,,,,,,,,RG..TLR,,,,,
N227RH,2013-07-09 16:25:02,,,,,,N227RH,N227RH,,P,,,,,,,,,,,2013-07-10 00:04:03,2013-07-09 20:40:00,,,KOTH,,,,,KUGN,,,,,,,,,,,,OTH.OTH5.SCOTY..IMB..DNJ..DLN..BIL.J34.RWF..RST..JVL.VEENA2.KUGN/0319,,,,,
N43TA,2013-07-09 16:25:18,-77.7525,26.4975,0,,14000,N43TA,N43TA,,A,,,,BE20,,,,,,,2013-07-10 00:43:14,2013-07-09 23:58:00,,,MYAM,,,,,KFLL,,,,,,,,,,,,YAM..ZFP.BR68V.KFLL/0046,,,,,
N186DT,2013-07-09 16:25:44,-93.9433,30.2833,102,334,6200,N186DT,N186DT,,A,,,,,,,,,,,,,2013-07-10 01:54:09,2013-07-09 16:20:00,KORG,,,,,KTLR,,,,,,,,,,,,RG..TLR,,,,,
N43TA,2013-07-09 16:26:01,-77.7525,26.4975,0,,14000,N43TA,N43TA,,A,,,,BE20,,,,,,,2013-07-10 00:43:14,2013-07-09 23:58:00,2013-07-09 17:03:58,2013-07-09 16:19:00,MYAM,,,,,KFLL,,,,,,,,,,,,YAM..ZFP.BR68V.KFLL/1705,,,,,
N186DT,2013-07-09 16:26:07,-93.9542,30.2981,103,328,6500,N186DT,N186DT,,A,,,,,,,,,,,,,2013-07-10 01:54:09,2013-07-09 16:20:00,KORG,,,,,KTLR,,,,,,,,,,,,RG..TLR,,,,,
N43TA,2013-07-09 16:26:18,-77.7525,26.4975,0,,10500,N43TA,N43TA,,A,,,,BE20,,,,,,,2013-07-10 00:43:14,2013-07-09 23:58:00,2013-07-09 17:03:58,2013-07-09 16:19:00,MYAM,,,,,KFLL,,,,,,,,,,,,YAM..ZFP.BR68V.KFLL/1705,,,,,
N186DT,2013-07-09 16:27:08,-93.9764,30.3297,149,325,6500,N186DT,N186DT,,A,,,,,,,,,,,,,2013-07-10 01:54:09,2013-07-09 16:20:00,KORG,,,,,KTLR,,,,,,,,,,,,RG..TLR,,,,,
N43TA,2013-07-09 16:27:18,-77.8269,26.4969,0,270,10500,N43TA,N43TA,,A,,,,BE20,,,,,,,2013-07-10 00:43:14,2013-07-09 23:58:00,2013-07-09 17:03:58,2013-07-09 16:19:00,MYAM,,,,,KFLL,,,,,,,,,,,,YAM..ZFP.BR68V.KFLL/1705,,,,,
N186DT,2013-07-09 16:28:10,-94.0028,30.3681,157,326,6500,N186DT,N186DT,,A,,,,,,,,,,,,,2013-07-10 01:54:09,2013-07-09 16:20:00,KORG,,,,,KTLR,,,,,,,,,,,,RG..TLR,,,,,
N43TA,2013-07-09 16:28:18,-77.9081,26.4964,0,270,10500,N43TA,N43TA,,A,,,,BE20,,,,,,,2013-07-10 00:43:14,2013-07-09 23:58:00,2013-07-09 17:03:58,2013-07-09 16:19:00,MYAM,,,,,KFLL,,,,,,,,,,,,YAM..ZFP.BR68V.KFLL/1705,,,,,
N186DT,2013-07-09 16:28:50,-94.0175,30.3908,152,331,6500,N186DT,N186DT,,A,,,,,,,,,,,,,2013-07-10 01:54:09,2013-07-09 16:20:00,KORG,,,,,KTLR,,,,,,,,,,,,RG..TLR,,,,,
N70EW,2013-07-09 16:29:15,,,,,,N70EW,N70EW,,P,,,,,,,,,,,2013-07-10 01:45:18,2013-07-09 21:33:00,,,KTEB,,,,,KSUN,,,,,,,,,,,,TEB..NEWEL..DJB.J60.GSH..JOT..ONL.J94.OCS.J163.PIH.V500.MENIN..KSUN/0416,,,,,
N999LX,2013-07-09 16:29:15,,,,,,N999LX,N999LX,,P,,,,GLF4,,,,,,,2013-07-10 00:52:00,2013-07-09 20:14:00,,,KTEB,,,,,KSUN,,,,,,,,,,,,TEB..GAYEL..PSB..MIE..LOAMY..LMN..ELJAY..MBW..PIH..MENIN..KSUN/0438,,,,,
N43TA,2013-07-09 16:29:18,-77.9081,26.4964,0,270,10500,N43TA,N43TA,,A,,,,BE20,,,,,,,2013-07-10 00:43:14,2013-07-09 23:58:00,2013-07-09 17:03:58,2013-07-09 16:19:00,MYAM,,,,,KFLL,,,,,,,,,,,,YAM..ZFP.BR68V.KFLL/1705,,,,,
N186DT,2013-07-09 16:29:52,-94.0419,30.4275,152,330,6400,N186DT,N186DT,,A,,,,,,,,,,,,,2013-07-10 01:54:09,2013-07-09 16:20:00,KORG,,,,,KTLR,,,,,,,,,,,,RG..TLR,,,,,
N43TA,2013-07-09 16:30:18,-78.2433,26.5625,289,283,12000,N43TA,N43TA,,A,,,,BE20,,,,,,,2013-07-10 00:43:14,2013-07-09 23:58:00,2013-07-09 17:03:58,2013-07-09 16:19:00,MYAM,,,,,KFLL,,,,,,,,,,,,YAM..ZFP.BR68V.KFLL/1705,,,,,
N186DT,2013-07-09 16:30:54,-94.0681,30.4633,151,328,6400,N186DT,N186DT,,A,,,,,,,,,,,,,2013-07-10 01:54:09,2013-07-09 16:20:00,KORG,,,,,KTLR,,,,,,,,,,,,RG..TLR,,,,,
N500RP,2013-07-09 16:31:03,,,,,,N500RP,N500RP,,P,,,,,,,,,,,2013-07-10 02:25:44,2013-07-09 22:10:00,,,KPTK,,,,,KPDX,,,,,,,,,,,,PTK..DUNKS.J70.PMM.J70.BAE.J34.DLL..ODI.J34.BIL..BZN..HIA..PDT.BONVL7.KPDX/0421,,,,,
N52DC,2013-07-09 16:31:06,,,,,,N52DC,N52DC,,P,,,,,,,,,,,2013-07-10 01:31:14,2013-07-09 21:44:00,,,KBUR,,,,,KMBS,,,,,,,,,,,,BUR.VNY9.DAG..MMM..BCE..JNC.J80.DBL.J60.DVV..LBF.J10.OBH.J100.DBQ..BAE..MBS..KMBS/0341,,,,,
N43TA,2013-07-09 16:31:18,-78.3292,26.5617,289,269,12000,N43TA,N43TA,,A,,,,BE20,,,,,,,2013-07-10 00:43:14,2013-07-09 23:58:00,2013-07-09 17:03:58,2013-07-09 16:19:00,MYAM,,,,,KFLL,,,,,,,,,,,,YAM..ZFP.BR68V.KFLL/1705,,,,,
N70EW,2013-07-09 16:31:21,,,,,,N70EW,N70EW,,P,,,,,,,,,,,2013-07-10 01:46:23,2013-07-09 21:33:00,,,KTEB,,,,,KSUN,,,,,,,,,,,,TEB..NEWEL.J60.JOT..ONL.J94.OCS.J163.PIH.V500.MENIN..KSUN/0416,,,,,
N186DT,2013-07-09 16:31:57,-94.0928,30.5011,154,331,6400,N186DT,N186DT,,A,,,,,,,,,,,,,2013-07-10 01:54:09,2013-07-09 16:20:00,KORG,,,,,KTLR,,,,,,,,,,,,RG..TLR,,,,,
N43TA,2013-07-09 16:32:18,-78.4128,26.5589,283,268,12000,N43TA,N43TA,,A,,,,BE20,,,,,,,2013-07-10 00:43:14,2013-07-09 23:58:00,2013-07-09 17:03:58,2013-07-09 16:19:00,MYAM,,,,,KFLL,,,,,,,,,,,,YAM..ZFP.BR68V.KFLL/1705,,,,,
N186DT,2013-07-09 16:32:59,-94.1225,30.5428,147,328,6500,N186DT,N186DT,,A,,,,,,,,,,,,,2013-07-10 01:54:09,2013-07-09 16:20:00,KORG,,,,,KTLR,,,,,,,,,,,,RG..TLR,,,,,
N43TA,2013-07-09 16:33:18,-78.5011,26.5642,283,274,12000,N43TA,N43TA,,A,,,,BE20,,,,,,,2013-07-10 00:43:14,2013-07-09 23:58:00,2013-07-09 17:03:58,2013-07-09 16:19:00,MYAM,,,,,KFLL,,,,,,,,,,,,YAM..ZFP.BR68V.KFLL/1705,,,,,
N186DT,2013-07-09 16:34:01,-94.1469,30.5783,149,329,6400,N186DT,N186DT,,A,,,,,,,,,,,,,2013-07-10 01:54:09,2013-07-09 16:20:00,KORG,,,,,KTLR,,,,,,,,,,,,RG..TLR,,,,,
N43TA,2013-07-09 16:34:18,-78.58,26.5592,275,266,12000,N43TA,N43TA,,A,,,,BE20,,,,,,,2013-07-10 00:43:14,2013-07-09 23:58:00,2013-07-09 17:03:58,2013-07-09 16:19:00,MYAM,,,,,KFLL,,,,,,,,,,,,YAM..ZFP.BR68V.KFLL/1705,,,,,
